,Max Error,Error
0,3.04720758188688,3.04720758188688
1,3.04720758188688,1.38177722396265
2,3.04720758188688,1.42052890354393
3,3.04720758188688,1.40030288076859
4,3.04720758188688,1.37304660348935
5,3.04720758188688,1.39007331810461
6,3.04720758188688,1.3800371600513
7,3.04720758188688,1.32504791367964
8,3.04720758188688,1.33255467652774
9,3.04720758188688,1.35588469387209
10,3.04720758188688,1.3293817377102
11,3.04720758188688,1.34179456309483
12,3.04720758188688,1.30213387535529
13,3.04720758188688,1.30229141942533
14,3.04720758188688,1.28787018108984
15,3.04720758188688,1.26195131065524
16,3.04720758188688,1.22771859512494
17,3.04720758188688,1.31368079138033
18,3.04720758188688,1.27244793872617
19,3.04720758188688,1.2607794594111
20,3.04720758188688,1.32150364803182
21,3.04720758188688,1.38023493379773
22,3.04720758188688,1.39200377047795
23,3.04720758188688,1.38765866834794
24,3.04720758188688,1.31797237562171
25,3.04720758188688,1.30173643569992
26,3.04720758188688,1.31934893319127
27,3.04720758188688,1.26163729051392
28,3.04720758188688,1.316143801469
29,3.04720758188688,1.34369357206901
30,3.04720758188688,1.32002524033108
31,3.04720758188688,1.27392634159311
32,3.04720758188688,1.3388328958254
33,3.04720758188688,1.29861956760176
34,3.04720758188688,1.31616322514143
35,3.04720758188688,1.32576526884039
36,3.04720758188688,1.26959381111035
37,3.04720758188688,1.32024451822469
38,3.04720758188688,1.31811958557725
39,3.04720758188688,1.25767484420691
40,3.04720758188688,1.31650819877748
41,3.04720758188688,1.27809826172392
42,3.04720758188688,1.25077236625148
43,3.04720758188688,1.2956781826182
44,3.04720758188688,1.38556173349191
45,3.04720758188688,1.37967644926024
46,3.04720758188688,1.44555073354647
47,3.04720758188688,1.41312467500613
48,3.04720758188688,1.41648528656686
49,3.04720758188688,1.36237646001713
50,3.04720758188688,1.26347574919902
51,3.04720758188688,1.25279833775118
52,3.04720758188688,1.19954620499701
53,3.04720758188688,1.25022135309368
54,3.04720758188688,1.2349766005333
55,3.04720758188688,1.21082232372969
56,3.04720758188688,1.25335654449621
57,3.04720758188688,1.20579247211706
58,3.04720758188688,1.27129322855278
59,3.04720758188688,1.34137455741772
60,3.04720758188688,1.3293969871211
61,3.04720758188688,1.31982881866554
62,3.04720758188688,1.30517885412262
63,3.04720758188688,1.26808585605448
64,3.04720758188688,1.31419792355414
65,3.04720758188688,1.37718369620849
66,3.04720758188688,1.33905063146743
67,3.04720758188688,1.39244007078592
68,3.04720758188688,1.35221762070806
69,3.04720758188688,1.30616023657132
70,3.04720758188688,1.41032305004707
71,3.04720758188688,1.38499334686847
72,3.04720758188688,1.37626099437664
73,3.04720758188688,1.40758560630862
74,3.04720758188688,1.43892235418066
75,3.04720758188688,1.4589241465728
76,3.04720758188688,1.42522187584272
77,3.04720758188688,1.4637300855623
78,3.04720758188688,1.45537335316342
79,3.04720758188688,1.43449239478026
80,3.04720758188688,1.50921889890989
81,3.04720758188688,1.44810649222615
82,3.04720758188688,1.38375818716944
83,3.04720758188688,1.28673535253086
84,3.04720758188688,1.30299379322242
85,3.04720758188688,1.27421514230911
86,3.04720758188688,1.26921577139614
87,3.04720758188688,1.3428079876448
