Fastest lap time,Lap times,Top Speed,Number_Collisions,Number_laps
34.695290088653564,34.695290088653564,5.310372540168836,7,6
,49.291616916656494,,,
,48.706665992736816,,,
,43.45488715171814,,,
,38.547191858291626,,,
,56.828125953674316,,,
