,Max Error,Error
0,0.0281990733273,0.0281990733273
1,0.108640886955,0.108640886955
2,0.109919115716,0.109919115716
3,0.109919115716,0.107999353508
4,0.128941467518,0.128941467518
5,0.128941467518,0.124738155381
6,0.128941467518,0.123789052736
7,0.128941467518,0.125185315589
8,0.128941467518,0.0754591993904
9,0.128941467518,0.0727198998207
10,0.128941467518,0.0530600608966
11,0.128941467518,0.0500785661569
12,0.128941467518,0.0639600483341
13,0.128941467518,0.106062442817
14,0.128941467518,0.109662764925
15,0.128941467518,0.122837693726
16,0.132120807408,0.132120807408
17,0.14083780898,0.14083780898
18,0.14083780898,0.136557606054
19,0.14083780898,0.0973079922128
20,0.14083780898,0.0974053314746
21,0.14083780898,0.0725525630012
22,0.14083780898,0.0700224609316
23,0.14083780898,0.0530611010127
24,0.14083780898,0.0317727746345
25,0.14083780898,0.0382342310884
26,0.14083780898,0.0694053942781
27,0.14083780898,0.0663484757311
28,0.14083780898,0.0955336310088
29,0.14083780898,0.109611886489
30,0.14083780898,0.108972969319
31,0.14083780898,0.131617663168
32,0.14083780898,0.135452306723
33,0.151254349086,0.151254349086
34,0.151254349086,0.151087253631
35,0.151254349086,0.140129405632
36,0.151254349086,0.0876479904663
37,0.151254349086,0.0419691581026
38,0.151254349086,0.0526538866401
39,0.151254349086,0.0513585430173
40,0.151254349086,0.0538828335103
41,0.151254349086,0.0424803599985
42,0.151254349086,0.0623869278808
43,0.151254349086,0.0913450858126
44,0.151254349086,0.0933826455624
45,0.151254349086,0.0856004400937
46,0.151254349086,0.0880792072264
47,0.151254349086,0.0897543874277
48,0.151254349086,0.0812766505665
49,0.151254349086,0.0870960253254
50,0.151254349086,0.0613988115964
51,0.151254349086,0.0539521249715
52,0.151254349086,0.0576007149258
53,0.151254349086,0.0593463268426
54,0.151254349086,0.0828337884499
55,0.151254349086,0.0819914765583
56,0.151254349086,0.146699904493
57,0.162266308138,0.162266308138
58,0.192681432284,0.192681432284
59,0.192681432284,0.185634872383
60,0.192681432284,0.175467156443
61,0.192681432284,0.135066373954
62,0.192681432284,0.119365784345
63,0.192681432284,0.120461694971
64,0.192681432284,0.0976264778211
65,0.192681432284,0.090676684999
66,0.192681432284,0.104430915755
67,0.192681432284,0.105673425675
68,0.192681432284,0.09377849489
69,0.192681432284,0.102808223621
70,0.192681432284,0.101266061725
71,0.192681432284,0.15625151381
72,0.192681432284,0.154900653716
73,0.192681432284,0.17011844436
74,0.217550965574,0.217550965574
75,0.217550965574,0.152465651038
76,0.217550965574,0.153764111481
77,0.217550965574,0.15195017373
78,0.217550965574,0.15857722691
79,0.217550965574,0.165042726486
80,0.217550965574,0.112427133373
81,0.217550965574,0.130448111122
82,0.217550965574,0.134431291892
83,0.217550965574,0.134111794555
84,0.217550965574,0.13211637029
85,0.217550965574,0.126794252045
86,0.217550965574,0.119329902854
87,0.217550965574,0.120377305518
88,0.217550965574,0.115663852952
89,0.217550965574,0.105021852711
90,0.217550965574,0.107265101498
91,0.217550965574,0.09919928974
92,0.217550965574,0.0977845305398
93,0.217550965574,0.0976110189394
94,0.217550965574,0.0951250630873
95,0.217550965574,0.113251336437
96,0.217550965574,0.120394435599
97,0.217550965574,0.119336442201
98,0.217550965574,0.115747281628
99,0.217550965574,0.178455896447
100,0.217550965574,0.182837551487
101,0.229698133061,0.229698133061
102,0.229698133061,0.22718942894
103,0.305489960893,0.305489960893
104,0.305489960893,0.285849786698
105,0.305489960893,0.278485031257
106,0.305489960893,0.250368092594
107,0.305489960893,0.0501423376421
108,0.305489960893,0.0455359651197
109,0.305489960893,0.100411038017
110,0.305489960893,0.105788392875
111,0.305489960893,0.199241163324
112,0.305489960893,0.190645488165
113,0.305489960893,0.243638908777
114,0.305489960893,0.200170863825
115,0.305489960893,0.185932250388
116,0.305489960893,0.100993277762
117,0.305489960893,0.10335811909
118,0.305489960893,0.111978169859
119,0.305489960893,0.137149492942
120,0.305489960893,0.218030296116
121,0.305489960893,0.218022086253
122,0.305489960893,0.213577656616
123,0.305489960893,0.256414790965
124,0.305489960893,0.280109890151
125,0.305489960893,0.262755730416
126,0.305489960893,0.284821880625
127,0.305489960893,0.281572845201
128,0.32431576099,0.32431576099
129,0.32431576099,0.317444318489
130,0.394540137409,0.394540137409
131,0.394540137409,0.379804999684
132,0.442782408622,0.442782408622
133,0.442782408622,0.441960744486
134,0.535735225115,0.535735225115
135,0.535735225115,0.521165608357
136,0.586650191232,0.586650191232
137,0.652289090475,0.652289090475
138,0.720698411367,0.720698411367
139,0.720698411367,0.676539273074
140,0.720698411367,0.652911009073
141,0.736490479859,0.736490479859
142,0.736490479859,0.721423118745
143,0.799732786778,0.799732786778
144,0.848321925179,0.848321925179
145,0.877609362796,0.877609362796
146,0.877609362796,0.864353773842
147,0.877609362796,0.591046254487
148,0.877609362796,0.577539119321
149,0.877609362796,0.392363580545
150,0.877609362796,0.396293078435
151,0.877609362796,0.444336411424
152,0.877609362796,0.456309728631
153,0.877609362796,0.433337877862
154,0.877609362796,0.467202703106
155,0.877609362796,0.457527898011
156,0.877609362796,0.690568111519
157,0.877609362796,0.36047489314
158,0.877609362796,0.226443545405
159,0.877609362796,0.231302946931
160,0.877609362796,0.231432324465
161,0.877609362796,0.223960898441
162,0.877609362796,0.221920328361
163,0.877609362796,0.221275198869
164,0.877609362796,0.218050688455
165,0.877609362796,0.215948566737
166,0.877609362796,0.214669090318
167,0.877609362796,0.301406406758
168,0.877609362796,0.760794153198
169,0.877609362796,0.753108919849
170,0.877609362796,0.383346541163
171,0.877609362796,0.375284368967
172,0.877609362796,0.292663758626
173,0.877609362796,0.757302235579
174,0.877609362796,0.748939502493
175,0.877609362796,0.390475735278
176,0.877609362796,0.38604825313
177,0.877609362796,0.310753287664
178,0.877609362796,0.302376643265
179,0.877609362796,0.741266022842
180,0.877609362796,0.393481543624
181,0.877609362796,0.329309214991
182,0.877609362796,0.331035102105
183,0.877609362796,0.752706391789
184,0.877609362796,0.406115626613
185,0.877609362796,0.34546183268
186,0.877609362796,0.58527971057
187,0.877609362796,0.570775439498
188,0.877609362796,0.569863226069
189,0.877609362796,0.582238658012
190,0.877609362796,0.581343909589
191,0.877609362796,0.585054938797
192,0.877609362796,0.576748647062
193,0.877609362796,0.571737202536
194,0.877609362796,0.58672204165
195,0.877609362796,0.580012918094
196,0.877609362796,0.589772802857
197,0.877609362796,0.584281494496
198,0.877609362796,0.589695113627
199,0.877609362796,0.582661247151
200,0.877609362796,0.592648580156
201,0.877609362796,0.591690768159
202,0.877609362796,0.587201971093
203,0.877609362796,0.586186577079
204,0.877609362796,0.566875554213
205,0.877609362796,0.586447567298
206,0.877609362796,0.583515634745
207,0.877609362796,0.583999783833
208,0.877609362796,0.573415466071
209,0.877609362796,0.552647973475
210,0.877609362796,0.536873738915
211,0.877609362796,0.522656197966
212,0.877609362796,0.516499876729
213,0.877609362796,0.52889143048
214,0.877609362796,0.52641087513
215,0.877609362796,0.488106486524
216,0.877609362796,0.489976590787
217,0.877609362796,0.489515691248
218,0.877609362796,0.482734467058
219,0.877609362796,0.435740052023
220,0.877609362796,0.433153470729
221,0.877609362796,0.393165256311
222,0.877609362796,0.411073510554
223,0.877609362796,0.373951581792
224,0.877609362796,0.36478991036
225,0.877609362796,0.335975044768
226,0.877609362796,0.37328111414
227,0.877609362796,0.375050303962
228,0.877609362796,0.365349826463
229,0.877609362796,0.366857117433
230,0.877609362796,0.352434673212
231,0.877609362796,0.345935953889
232,0.877609362796,0.345377792676
233,0.877609362796,0.347549648802
234,0.877609362796,0.345901623086
235,0.877609362796,0.338059521538
236,0.877609362796,0.330088265032
237,0.877609362796,0.322600426128
238,0.877609362796,0.312432121802
239,0.877609362796,0.303105263007
240,0.877609362796,0.298884389408
241,0.877609362796,0.297677960997
242,0.877609362796,0.282839461421
243,0.877609362796,0.267547218362
244,0.877609362796,0.263692657507
245,0.877609362796,0.262937524008
246,0.877609362796,0.257694666309
247,0.877609362796,0.262599357876
248,0.877609362796,0.254590828562
249,0.877609362796,0.231831852744
250,0.877609362796,0.222043577023
251,0.877609362796,0.217674806825
252,0.877609362796,0.213649968636
253,0.877609362796,0.207205355681
254,0.877609362796,0.198652471121
255,0.877609362796,0.183829148508
256,0.877609362796,0.171246114413
257,0.877609362796,0.169560273332
258,0.877609362796,0.167239242979
259,0.877609362796,0.153783814731
260,0.877609362796,0.152544722181
261,0.877609362796,0.143247471078
262,0.877609362796,0.14307700315
263,0.877609362796,0.137117433962
264,0.877609362796,0.127582041749
265,0.877609362796,0.121153634785
266,0.877609362796,0.123622864212
267,0.877609362796,0.11166837108
268,0.877609362796,0.108372337645
269,0.877609362796,0.110037609493
270,0.877609362796,0.101973291296
271,0.877609362796,0.101691886081
272,0.877609362796,0.10601733
273,0.877609362796,0.116150912883
274,0.877609362796,0.0991883043909
275,0.877609362796,0.0902988173008
276,0.877609362796,0.0770469669671
277,0.877609362796,0.0770007891678
278,0.877609362796,0.078938136429
279,0.877609362796,0.0709500783569
280,0.877609362796,0.073826693374
281,0.877609362796,0.071062500312
282,0.877609362796,0.0711648071108
283,0.877609362796,0.0822605753906
284,0.877609362796,0.0825220458491
285,0.877609362796,0.0853079737992
286,0.877609362796,0.0835383245351
287,0.877609362796,0.0865786954238
288,0.877609362796,0.0919599787424
289,0.877609362796,0.0913395610992
290,0.877609362796,0.0905300786456
291,0.877609362796,0.082945993473
292,0.877609362796,0.0839230021168
293,0.877609362796,0.0706651003546
294,0.877609362796,0.0688282959777
295,0.877609362796,0.0636247256097
296,0.877609362796,0.0321082277734
297,0.877609362796,0.0335900100196
298,0.877609362796,0.0465723457424
299,0.877609362796,0.0454001389361
300,0.877609362796,0.0196715290577
301,0.877609362796,0.0285806881758
302,0.877609362796,0.0586349507925
303,0.877609362796,0.0277289525886
304,0.877609362796,0.0260420931826
305,0.877609362796,0.00151815031453
306,0.877609362796,0.00777068332539
307,0.877609362796,0.0452771374339
308,0.877609362796,0.0545620415021
309,0.877609362796,0.0906723504027
310,0.877609362796,0.091542420727
311,0.877609362796,0.0765623152369
312,0.877609362796,0.0797083596856
313,0.877609362796,0.047672449156
314,0.877609362796,0.0405510219755
315,0.877609362796,0.024726183808
316,0.877609362796,0.0278252773504
317,0.877609362796,0.0239809807358
318,0.877609362796,0.0166628793531
319,0.877609362796,0.00546965969507
